# Oscilator_frequency (Hz)	DemodAll_A (-)	Demod_1_X_A (A)	Demod_1_Y_A (A)	Demod_1__R_A (A)	Demod_1__Theta_A (deg)	Demod_2_X_A (A)	Demod_2_Y_A (A)	Demod_2__R_A (A)	Demod_2__Theta_A (deg)	Demod_3_X_A (V)	Demod_3_Y_A (V)	Demod_3__R_A (V)	Demod_3__Theta_A (deg)	Demod_4_X_A (V)	Demod_4_Y_A (V)	Demod_4__R_A (V)	Demod_4__Theta_A (deg)	Timer_GET (s)
1.0	1.0	0.0	0.0	0.0	-90.0	0.588259	0.728944	0.9367	51.096381	0.0	-0.944659	0.944659	-90.0	0.555968	0.729897	0.917524	52.703231	263145.108279
2.0	1.0	0.0	0.0	0.0	-90.0	0.489104	-0.116451	0.502776	-13.392194	0.0	-0.451585	0.451585	-90.0	0.489104	-0.116451	0.502776	-13.392194	263143.621716
3.0	1.0	0.0	0.0	0.0	-90.0	0.88515	-0.026821	0.885556	-1.735562	0.0	-0.964428	0.964428	-90.0	0.88515	-0.026821	0.885556	-1.735562	263142.186019
4.0	1.0	0.0	0.0	0.0	-90.0	0.854618	0.055204	0.856399	3.695906	0.0	0.766385	0.766385	90.0	0.854618	0.055204	0.856399	3.695906	263140.763134
5.0	1.0	0.0	0.0	0.0	-90.0	0.82792	0.093599	0.833194	6.450103	0.0	0.32326	0.32326	90.0	0.82792	0.093599	0.833194	6.450103	263139.323159
6.0	1.0	0.0	0.0	0.0	-90.0	0.864772	0.071677	0.867737	4.738182	0.0	0.410084	0.410084	90.0	0.864772	0.071677	0.867737	4.738182	263137.929243
7.0	1.0	0.0	0.0	0.0	-90.0	0.868684	0.06132	0.870846	4.037816	0.0	0.24261	0.24261	90.0	0.866638	0.06113	0.868792	4.034796	263136.487825
8.0	1.0	0.0	0.0	0.0	-90.0	0.872572	0.048455	0.873917	3.178455	0.0	0.0715	0.0715	90.0	0.872572	0.048455	0.873917	3.178455	263135.04383
9.0	1.0	0.0	0.0	0.0	-90.0	0.871211	0.03721	0.872005	2.445633	0.0	0.051624	0.051624	90.0	0.871211	0.03721	0.872005	2.445633	263133.610516
10.0	1.0	0.0	0.0	0.0	-90.0	0.871221	0.028994	0.871703	1.906073	0.0	0.07515	0.07515	90.0	0.870928	0.029056	0.871413	1.910803	263132.180898
11.0	1.0	0.0	0.0	0.0	-90.0	0.870402	0.021701	0.870673	1.428243	0.0	-0.027284	0.027284	-90.0	0.870402	0.021701	0.870673	1.428243	263130.725875
12.0	1.0	0.0	0.0	0.0	-90.0	0.869083	0.015789	0.869226	1.040833	0.0	0.002769	0.002769	90.0	0.869005	0.01578	0.869148	1.040328	263129.319664
13.0	1.0	0.0	0.0	0.0	-90.0	0.867746	0.010524	0.86781	0.694845	0.0	0.002928	0.002928	90.0	0.867746	0.010524	0.86781	0.694845	263127.86652
14.0	1.0	0.0	0.0	0.0	-90.0	0.866418	0.005972	0.866439	0.394903	0.0	0.000373	0.000373	90.0	0.866418	0.005972	0.866439	0.394903	263126.447768
15.0	1.0	0.0	0.0	0.0	-90.0	0.865136	0.002019	0.865139	0.133684	0.0	0.000546	0.000546	90.0	0.865136	0.002019	0.865139	0.133684	263124.979301
16.0	1.0	0.0	0.0	0.0	-90.0	0.862674	-0.000859	0.862674	-0.057065	0.0	0.004419	0.004419	90.0	0.862688	-0.000782	0.862689	-0.051907	263123.5443
17.0	1.0	0.0	0.0	0.0	-90.0	0.861333	-0.003333	0.861339	-0.221689	0.0	0.00169	0.00169	90.0	0.861333	-0.003333	0.861339	-0.221689	263122.109413
