# Oscilator_frequency (Hz)	DemodAll_A (-)	Demod_1_X_A (A)	Demod_1_Y_A (A)	Demod_1__R_A (A)	Demod_1__Theta_A (deg)	Demod_2_X_A (A)	Demod_2_Y_A (A)	Demod_2__R_A (A)	Demod_2__Theta_A (deg)	Demod_3_X_A (V)	Demod_3_Y_A (V)	Demod_3__R_A (V)	Demod_3__Theta_A (deg)	Demod_4_X_A (V)	Demod_4_Y_A (V)	Demod_4__R_A (V)	Demod_4__Theta_A (deg)	Timer_GET (s)
1.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	-153.848858	0.0	-2.840783	2.840783	-90.0	-2.430185	-1.230012	2.723735	-153.154235	98881.311401
2.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	83.966809	0.0	-3.370095	3.370095	-90.0	0.511634	2.824417	2.870383	79.732398	98879.885684
3.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	132.511615	0.0	-3.055765	3.055765	-90.0	-1.267879	1.61733	2.05506	128.094092	98878.430313
4.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	-61.161678	0.0	-3.457144	3.457144	-90.0	1.079221	-1.508395	1.854716	-54.41718	98877.023306
5.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	-82.173546	0.0	-3.386837	3.386837	-90.0	0.666558	-1.186248	1.360692	-60.668173	98875.573756
6.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	116.839456	0.0	-3.239061	3.239061	-90.0	-0.164207	0.756716	0.774327	102.243328	98874.123691
7.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	-21.865037	0.0	-3.399432	3.399432	-90.0	0.778421	-0.173806	0.797589	-12.586583	98872.71079
8.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	66.728981	0.0	-3.327952	3.327952	-90.0	0.374293	0.38829	0.539319	46.051545	98871.271506
9.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	39.904005	0.0	-3.33561	3.33561	-90.0	0.421746	0.108495	0.435478	14.426575	98869.821634
10.0	1.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	71.706241	0.0	-3.323478	3.323478	-90.0	0.341297	0.054098	0.345558	9.006894	98868.38254
